id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso25022,justificacion
1868,11/19/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2575,11/19/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3098,11/19/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3265,11/19/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Manta,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3400,11/19/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3567,11/19/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3786,11/19/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1216,11/20/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1229,11/20/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1510,11/20/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1807,11/20/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2777,11/20/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2994,11/20/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3009,11/20/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Ambato,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3924,11/20/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3971,11/20/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 16s,Medico,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1770,11/21/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2055,11/21/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 34s,Medico,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2189,11/21/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2645,11/21/2025,HCE,Nota de evolucion tarda 27s en guardarse,Medico,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2998,11/21/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3582,11/21/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3590,11/21/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3614,11/21/2025,HCE,Tiempo de carga de la ficha clinica supera los 33s en horas pico,Enfermeria,Cuenca,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3719,11/21/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1025,11/22/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1204,11/22/2025,HCE,Nota de evolucion tarda 34s en guardarse,Medico,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2056,11/22/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2796,11/22/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2830,11/22/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
2852,11/22/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3281,11/22/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3353,11/22/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3425,11/22/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
3634,11/22/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Cuenca,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3918,11/22/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 24s,Farmacia,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
1170,11/23/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1261,11/23/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2315,11/23/2025,Facturacion,Retraso de 22s al procesar el pago con tarjeta de credito,Admision,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2450,11/23/2025,HCE,Tiempo de carga de la ficha clinica supera los 21s en horas pico,Enfermeria,Quito,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2487,11/23/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
2860,11/23/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3088,11/23/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
3141,11/23/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3539,11/23/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Manta,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3759,11/23/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Guayaquil,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3890,11/23/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1149,11/24/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Guayaquil,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
1419,11/24/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Ambato,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
1776,11/24/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
1874,11/24/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
2534,11/24/2025,Portal Citas,Tiempo de espera en el portal supera los 10s en horas pico,Paciente,Manta,Eficiencia,"El usuario puede intentar completar la tarea, pero el problema incrementa tiempo, esfuerzo o consumo de recursos."
2702,11/24/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Cuenca,Cobertura de Contexto,"El problema aparece en un contexto específico de uso, dispositivo, canal o condición operativa."
3014,11/24/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Quito,Efectividad,El incidente impide o degrada la completitud/precisión con que el usuario alcanza su objetivo principal.
3849,11/24/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Cuenca,Libertad de Riesgo,"El incidente puede generar impacto clínico, económico, de privacidad o seguridad para el paciente o la organización."
